,SalePrice,GrLivArea,LotArea,OverallQual,BSMT_LowQual,house_age_years,GarageCars,FullBath,HalfBath,BsmtExposure_ord,SaleTypeNew,PorchSF,BSMT_HighQual,Fireplaces,Pool,BedroomAbvGr,water_tower,graveyard,police,optician,slipway,bar,cinema,supermarket,hotel,stop,farmyard,christian_catholic,jewish,muslim,garden_centre,christian_lutheran,ExterQualDisc,OverallCondDisc,KitchenQualDisc,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,MasVnrType_None,MasVnrType_Stone
351,415000,3672,19800,0.4285714285714285,1836.0,71.96438356164384,2.0,3,1,1,0,112,0.0,2,0,5,1,1,1,1,0,11,0,4,0,0,0,1,0,1,0,2,-0.09523809523809518,0.40476190476190477,0.23809523809523814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352,135960,943,7032,0.2857142857142856,0.0,27.934246575342467,2.0,1,0,4,0,0,943.0,2,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0.04761904761904773,0.047619047619047616,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
353,250000,2057,11500,0.5714285714285714,1017.0,70.46301369863014,1.0,1,1,1,0,322,0.0,1,0,3,2,0,0,0,0,11,0,0,0,0,0,1,0,0,0,2,0.09523809523809523,0.09523809523809512,0.09523809523809523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
354,296000,1782,16870,0.7142857142857142,251.0,5.252054794520548,3.0,2,0,4,0,82,1531.0,2,0,3,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,172500,1258,3922,0.5714285714285714,1258.0,1.4136986301369865,3.0,2,0,3,1,16,0.0,1,0,2,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
356,236500,1788,11838,0.7142857142857142,1753.0,8.419178082191781,2.0,2,0,3,0,151,0.0,1,0,3,1,0,0,1,0,1,0,2,3,1,5,0,0,0,0,0,-0.04761904761904756,-0.380952380952381,0.2857142857142858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,223000,1844,16381,0.4285714285714285,1844.0,37.93972602739726,2.0,2,0,3,0,289,0.0,1,0,3,1,0,0,0,0,10,0,0,3,0,0,1,0,0,0,2,0.23809523809523814,-0.09523809523809529,0.23809523809523814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,230500,2161,10400,0.5714285714285714,1257.0,7.419178082191781,2.0,2,1,1,0,84,0.0,1,0,3,1,0,0,1,0,1,0,2,3,1,7,0,0,0,0,0,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,130000,1360,7134,0.2857142857142856,0.0,52.12054794520548,2.0,1,0,1,0,50,384.0,1,0,3,0,1,1,1,0,4,1,1,0,0,0,0,0,0,0,3,0.04761904761904773,0.047619047619047616,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,125500,902,6173,0.2857142857142856,277.0,40.608219178082194,1.0,1,0,1,0,0,599.0,0,0,3,0,1,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0.04761904761904773,0.2142857142857144,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,147500,1256,9937,0.2857142857142856,1256.0,43.44383561643836,1.0,1,1,1,0,68,0.0,0,0,3,0,0,0,1,0,1,0,4,3,1,1,0,0,0,0,1,0.38095238095238104,0.2142857142857144,0.04761904761904773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
362,79000,774,4270,0.0,544.0,76.38082191780822,0.0,1,0,1,0,286,0.0,0,0,3,2,1,1,1,0,11,0,4,0,0,0,1,0,1,0,3,0.3333333333333333,0.5,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
363,97000,987,1680,0.4285714285714285,483.0,37.52328767123288,1.0,1,1,1,0,0,0.0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,-0.09523809523809518,0.07142857142857151,-0.09523809523809518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
364,125500,1360,7200,0.2857142857142856,803.0,68.54246575342465,1.0,1,1,1,0,255,0.0,0,0,2,0,0,1,1,0,4,0,4,1,0,0,0,0,0,0,4,0.04761904761904773,0.2142857142857144,0.38095238095238104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365,82000,540,8154,0.0,480.0,69.2931506849315,1.0,1,0,1,0,0,0.0,0,0,1,0,0,1,0,0,5,0,4,2,0,0,1,0,0,0,3,0.3333333333333333,0.3333333333333332,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
366,93000,1142,6000,0.2857142857142856,468.0,85.47397260273972,1.0,1,0,1,0,98,0.0,0,0,3,0,1,1,1,0,4,0,3,0,0,0,0,0,0,0,3,0.04761904761904773,0.047619047619047616,0.04761904761904773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,535000,2698,16052,0.9999999999999998,644.0,0.4958904109589041,3.0,2,1,1,1,0,1206.0,1,0,4,2,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,2.220446049250313e-16,-0.6666666666666665,2.220446049250313e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
368,235128,1580,11932,0.7142857142857142,1580.0,1.4164383561643836,3.0,2,0,1,0,24,0.0,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
369,138000,1904,7200,0.2857142857142856,1208.0,59.36986301369863,1.0,1,1,1,0,168,0.0,0,0,3,0,1,1,1,0,4,0,1,0,0,2,0,0,0,0,3,0.04761904761904773,-0.11904761904761899,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
370,176000,1132,7024,0.1428571428571428,108.0,3.416438356164384,2.0,1,1,1,0,64,1024.0,0,0,2,1,0,0,1,0,2,0,4,3,1,0,0,0,0,0,1,0.19047619047619052,0.1904761904761904,0.5238095238095238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,208000,1982,13607,0.4285714285714285,118.0,23.263013698630136,2.0,2,1,1,0,112,454.0,1,0,3,1,0,0,0,0,10,0,0,3,0,1,1,0,0,0,2,-0.09523809523809518,0.07142857142857151,-0.09523809523809518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,141000,864,8499,0.2857142857142856,204.0,48.44657534246576,2.0,1,0,1,0,312,660.0,0,0,3,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1,0.04761904761904773,0.2142857142857144,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
373,162000,1400,10274,0.4285714285714285,676.0,23.51232876712329,2.0,2,1,1,0,48,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-0.09523809523809518,0.23809523809523803,-0.09523809523809518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
374,151500,1177,11850,0.4285714285714285,372.0,23.5972602739726,2.0,2,0,1,0,103,781.0,0,0,3,2,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,-0.09523809523809518,0.07142857142857151,0.23809523809523814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,218836,1564,11058,0.5714285714285714,1508.0,1.084931506849315,3.0,2,0,1,0,24,56.0,0,0,3,1,0,0,1,0,1,0,2,3,1,11,0,0,0,0,0,0.09523809523809523,-0.0714285714285714,0.09523809523809523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
376,322500,2582,11002,0.7142857142857142,341.0,9.005479452054795,3.0,2,1,1,0,60,1048.0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
377,151000,1212,8471,0.4285714285714285,0.0,29.51506849315069,2.0,1,0,3,0,12,506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.09523809523809518,0.23809523809523803,-0.09523809523809518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378,127500,1296,6000,0.4285714285714285,845.0,80.55068493150685,2.0,1,0,1,0,175,0.0,0,0,3,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3,-0.09523809523809518,0.07142857142857151,-0.09523809523809518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
379,203000,1326,12216,0.4285714285714285,408.0,2.4136986301369863,2.0,2,0,3,0,23,918.0,0,0,3,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,-0.09523809523809518,-0.09523809523809529,0.23809523809523814,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
380,121000,936,9888,0.2857142857142856,936.0,52.1972602739726,1.0,1,0,1,0,160,0.0,0,0,2,0,1,1,1,0,4,1,2,0,0,0,0,0,0,0,3,0.04761904761904773,0.2142857142857144,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
381,213000,1775,9317,0.5714285714285714,227.0,16.506849315068493,2.0,2,1,1,0,264,513.0,1,0,3,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0,0,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
382,398800,2690,12350,0.857142857142857,379.0,0.4958904109589041,3.0,2,1,1,1,197,986.0,1,0,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,-0.19047619047619035,-0.5238095238095237,0.14285714285714302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
383,205000,2480,8145,0.5714285714285714,920.0,69.54520547945205,2.0,2,1,1,0,57,0.0,2,0,5,2,0,0,0,0,11,0,0,0,0,0,1,0,0,0,2,-0.23809523809523808,-0.0714285714285714,-0.23809523809523808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
384,189000,1228,4671,0.7142857142857142,461.0,20.76438356164384,2.0,2,0,2,0,120,767.0,1,0,2,2,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
385,185000,1934,11900,0.2857142857142856,722.0,32.51780821917808,2.0,2,1,1,0,376,400.0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.04761904761904773,0.2142857142857144,0.04761904761904773,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,128000,1196,6000,0.4285714285714285,572.0,70.21095890410959,2.0,1,1,1,0,0,0.0,2,0,3,0,1,1,1,0,4,1,3,0,0,0,0,0,0,0,3,-0.09523809523809518,0.07142857142857151,-0.09523809523809518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
387,90000,960,6410,0.1428571428571428,960.0,52.36438356164384,0.0,1,0,1,0,0,0.0,0,0,3,2,1,0,1,0,12,0,4,2,0,0,0,0,0,0,1,0.19047619047619052,0.1904761904761904,0.19047619047619052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
388,167900,1334,9650,0.4285714285714285,664.0,32.26849315068493,2.0,2,0,1,0,16,686.0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-0.09523809523809518,-0.09523809523809529,-0.09523809523809518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,143000,848,4426,0.4285714285714285,186.0,6.3342465753424655,2.0,1,0,3,0,0,662.0,0,0,1,1,0,0,1,0,1,0,2,3,1,11,0,0,0,0,0,0.23809523809523814,-0.09523809523809529,0.23809523809523814,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
390,250000,1992,9375,0.7142857142857142,1053.0,5.586301369863014,2.0,2,1,1,0,45,0.0,1,0,3,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
391,178000,1245,3435,0.5714285714285714,1211.0,4.419178082191781,2.0,2,0,1,0,100,24.0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
392,350000,2385,14277,0.7142857142857142,379.0,4.002739726027397,3.0,2,1,2,0,228,938.0,1,0,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,143500,1285,8197,0.4285714285714285,660.0,30.265753424657536,2.0,1,1,1,0,0,0.0,1,0,3,0,1,0,1,0,1,0,4,0,0,0,0,0,1,0,1,-0.09523809523809518,-0.09523809523809529,-0.09523809523809518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
394,180500,1442,11851,0.5714285714285714,1424.0,19.34246575342466,2.0,2,0,1,0,542,0.0,0,0,3,2,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,-0.23809523809523808,-0.2380952380952382,-0.23809523809523808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,255000,1792,8640,0.7142857142857142,546.0,0.8328767123287671,2.0,2,1,3,1,96,350.0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
396,154500,1068,8414,0.4285714285714285,396.0,43.11506849315069,1.0,1,0,1,0,0,663.0,0,0,3,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1,-0.09523809523809518,0.40476190476190477,-0.09523809523809518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
397,245000,1409,12864,0.5714285714285714,17.0,5.498630136986302,2.0,1,1,1,0,289,1392.0,1,0,1,0,2,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
398,153000,1313,9350,0.2857142857142856,1003.0,48.11780821917808,2.0,1,1,1,0,149,310.0,1,0,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0.04761904761904773,0.2142857142857144,0.38095238095238104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,230000,1852,9066,0.7142857142857142,336.0,9.923287671232876,3.0,2,1,2,0,106,668.0,2,0,3,1,0,0,1,0,1,0,2,3,1,10,0,0,0,0,0,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,212700,1372,8640,0.7142857142857142,1339.0,1.498630136986301,2.0,2,0,1,1,113,24.0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
401,339750,2078,10800,0.7142857142857142,245.0,1.2493150684931509,3.0,2,1,1,1,102,789.0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.04761904761904756,-0.380952380952381,0.2857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
402,112000,1416,25339,0.2857142857142856,816.0,89.64109589041095,2.0,2,0,1,0,112,0.0,0,0,3,1,1,1,1,0,7,0,4,0,0,0,0,0,1,0,1,0.04761904761904773,0.38095238095238093,0.38095238095238104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
403,207500,1314,5063,0.5714285714285714,410.0,2.249315068493151,2.0,2,0,1,0,62,904.0,1,0,2,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
404,195000,1455,3940,0.5714285714285714,342.0,5.586301369863014,3.0,2,0,4,0,164,1073.0,1,0,2,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
405,120500,864,9000,0.1428571428571428,248.0,36.35342465753425,2.0,1,0,1,0,0,616.0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.19047619047619052,0.3571428571428572,0.19047619047619052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
406,144000,1099,9525,0.2857142857142856,1099.0,13.424657534246576,1.0,1,1,1,0,0,0.0,0,0,3,1,0,0,0,0,1,0,0,3,0,10,0,0,0,0,0,0.04761904761904773,0.2142857142857144,0.38095238095238104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
407,176400,1143,3628,0.5714285714285714,1143.0,2.331506849315069,2.0,1,1,1,0,191,0.0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
408,130000,1411,12198,0.2857142857142856,1204.0,52.44931506849315,1.0,1,0,3,0,82,0.0,1,0,3,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0.04761904761904773,0.2142857142857144,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
409,97000,882,12702,0.2857142857142856,0.0,52.95342465753425,1.0,1,0,0,0,45,0.0,0,0,2,0,1,1,1,0,4,0,5,1,0,2,0,0,0,0,1,0.04761904761904773,0.047619047619047616,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
410,419005,1966,12291,0.9999999999999998,394.0,0.7479452054794521,3.0,2,0,3,1,52,1572.0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2.220446049250313e-16,-0.6666666666666665,2.220446049250313e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
411,83000,987,1953,0.4285714285714285,483.0,33.43561643835616,1.0,1,1,1,0,0,0.0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,-0.09523809523809518,-0.09523809523809529,-0.09523809523809518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
412,142000,912,6768,0.4285714285714285,80.0,47.36164383561644,1.0,1,0,2,0,0,832.0,0,0,3,0,1,0,1,0,0,0,4,0,0,0,0,0,1,0,1,-0.09523809523809518,0.40476190476190477,0.23809523809523814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
413,154900,1343,7681,0.2857142857142856,731.0,88.55616438356165,1.0,1,1,1,0,102,0.0,1,0,3,2,0,1,0,0,11,0,0,0,0,0,1,0,0,0,2,0.04761904761904773,0.2142857142857144,0.04761904761904773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
414,145000,1728,11072,0.2857142857142856,1728.0,43.86301369863013,2.0,2,0,1,0,0,0.0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0.04761904761904773,0.047619047619047616,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
415,123900,1045,1782,0.4285714285714285,186.0,27.934246575342467,2.0,1,0,1,0,0,330.0,1,0,2,1,0,0,0,0,10,0,0,3,0,1,1,0,0,0,2,-0.09523809523809518,0.07142857142857151,-0.09523809523809518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
416,250000,2088,8899,0.7142857142857142,908.0,1.4164383561643836,3.0,2,1,3,0,24,40.0,1,0,4,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0.2857142857142858,-0.380952380952381,-0.04761904761904756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,143000,1050,8510,0.2857142857142856,543.0,38.52328767123288,1.0,1,1,1,0,0,500.0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.04761904761904773,0.38095238095238093,0.04761904761904773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,255000,2075,10530,0.5714285714285714,329.0,14.58904109589041,2.0,2,1,1,0,86,819.0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.09523809523809523,-0.0714285714285714,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,131750,960,6400,0.2857142857142856,129.0,48.94794520547945,1.0,1,0,3,0,35,831.0,0,0,2,2,0,0,1,0,12,0,4,2,0,0,0,0,0,0,1,0.04761904761904773,0.38095238095238093,-0.2857142857142856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
420,132500,999,7758,0.2857142857142856,411.0,45.19178082191781,1.0,1,0,1,0,132,588.0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0.04761904761904773,0.38095238095238093,0.38095238095238104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
421,181900,1260,10825,0.5714285714285714,513.0,25.51506849315069,2.0,2,0,2,0,0,747.0,0,0,3,2,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0.09523809523809523,0.09523809523809512,-0.23809523809523808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,387000,1884,15401,0.857142857142857,547.0,4.671232876712328,3.0,2,0,4,0,76,1337.0,1,0,2,2,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1,0.14285714285714302,-0.5238095238095237,0.14285714285714302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
423,268000,2295,13346,0.5714285714285714,367.0,14.506849315068491,2.0,2,1,1,0,40,728.0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.09523809523809523,-0.2380952380952382,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
